file,threshold,precision,recall,accepted_fail_predictions,correct_fail_predictions,incorrect_fail_predictions
results\kaggle_titanic_AT-gpt-5-mini.jsonl,0.4,0.2,0.2222222222222222,10,2,8
results\kaggle_titanic_AT-gpt-5-mini.jsonl,0.39,0.2,0.2222222222222222,10,2,8
results\kaggle_titanic_AT-gpt-5-mini.jsonl,0.38,0.2,0.2222222222222222,10,2,8
results\kaggle_titanic_AT-gpt-5-mini.jsonl,0.37,0.2,0.2222222222222222,10,2,8
results\kaggle_titanic_AT-gpt-5-mini.jsonl,0.36,0.2,0.2222222222222222,10,2,8
results\kaggle_titanic_AT-gpt-5-mini.jsonl,0.35,0.2,0.2222222222222222,10,2,8
results\kaggle_titanic_AT-gpt-5-mini.jsonl,0.34,0.2,0.2222222222222222,10,2,8
results\kaggle_titanic_AT-gpt-5-mini.jsonl,0.33,0.2,0.2222222222222222,10,2,8
results\kaggle_titanic_AT-gpt-5-mini.jsonl,0.32,0.2,0.2222222222222222,10,2,8
results\kaggle_titanic_AT-gpt-5-mini.jsonl,0.31,0.2,0.2222222222222222,10,2,8
results\kaggle_titanic_AT-gpt-5-mini.jsonl,0.3,0.2,0.2222222222222222,10,2,8
results\kaggle_titanic_AT-gpt-5-mini.jsonl,0.29,0.2,0.2222222222222222,10,2,8
results\kaggle_titanic_AT-gpt-5-mini.jsonl,0.28,0.2,0.2222222222222222,10,2,8
results\kaggle_titanic_AT-gpt-5-mini.jsonl,0.27,0.2,0.2222222222222222,10,2,8
results\kaggle_titanic_AT-gpt-5-mini.jsonl,0.26,0.2,0.2222222222222222,10,2,8
results\kaggle_titanic_AT-gpt-5-mini.jsonl,0.25,0.2,0.2222222222222222,10,2,8
results\kaggle_titanic_AT-gpt-5-mini.jsonl,0.24,0.2,0.2222222222222222,10,2,8
results\kaggle_titanic_AT-gpt-5-mini.jsonl,0.23,0.2,0.2222222222222222,10,2,8
results\kaggle_titanic_AT-gpt-5-mini.jsonl,0.22,0.2,0.2222222222222222,10,2,8
results\kaggle_titanic_AT-gpt-5-mini.jsonl,0.21,0.2,0.2222222222222222,10,2,8
