file,threshold,precision,recall,f1,tp,fp,fn,tn,accepted_fail_predictions
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,1.0,0.7777777777777778,0.4789473684210526,0.5928338762214983,91,26,99,159,117
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.99,0.7796610169491526,0.4842105263157895,0.5974025974025974,92,26,98,159,118
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.98,0.7851239669421488,0.5,0.6109324758842444,95,26,95,159,121
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.97,0.7851239669421488,0.5,0.6109324758842444,95,26,95,159,121
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.96,0.7804878048780488,0.5052631578947369,0.6134185303514378,96,27,94,158,123
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.95,0.7956204379562044,0.5736842105263158,0.6666666666666667,109,28,81,157,137
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.94,0.7956204379562044,0.5736842105263158,0.6666666666666667,109,28,81,157,137
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.93,0.7956204379562044,0.5736842105263158,0.6666666666666667,109,28,81,157,137
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.92,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.91,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.9,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.89,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.88,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.87,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.86,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.85,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.84,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.83,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.82,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.81,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.8,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.79,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.78,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.77,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.76,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.75,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.74,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.73,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.72,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\continuous\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.71,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
